TRAT,LOCAL_YEAR,DFC,PROD,YEAR,CULTIVAR,yield_class,sev_class,region_class,altitude_class,altitude
9,15_2022,14.256666666666666,5230,2022,NA,>3745,<35,north,>635,769
9,15_2022,7.111111111111112,5094.27011494253,2022,NA,>3745,<35,north,>635,769
9,15_2022,16.804285714285715,5424.600574712644,2022,NA,>3745,<35,north,>635,769
10,15_2022,15.223333333333333,4858.448275862071,2022,NA,>3745,<35,north,>635,769
10,15_2022,12.482928571428571,4643.172413793104,2022,NA,>3745,<35,north,>635,769
10,15_2022,8.136666666666667,5371.758620689655,2022,NA,>3745,<35,north,>635,769
10,15_2022,14.66222222222222,5305.402298850576,2022,NA,>3745,<35,north,>635,769
1,1_2023,55,4641.4655172413795,2023,BMX Foco,>3745,>35,north,>635,739
1,1_2023,60,4486.0344827586205,2023,BMX Foco,>3745,>35,north,>635,739
1,1_2023,60,4331.752873563218,2023,BMX Foco,>3745,>35,north,>635,739
1,1_2023,55,4455.172413793103,2023,BMX Foco,>3745,>35,north,>635,739
2,1_2023,28,4759.913793103448,2023,BMX Foco,>3745,<35,north,>635,739
2,1_2023,30,4578.520114942529,2023,BMX Foco,>3745,<35,north,>635,739
2,1_2023,25,4830.431034482759,2023,BMX Foco,>3745,<35,north,>635,739
2,1_2023,35,5060.474137931034,2023,BMX Foco,>3745,<35,north,>635,739
3,1_2023,16,5295.258620689656,2023,BMX Foco,>3745,<35,north,>635,739
3,1_2023,22,5401.03448275862,2023,BMX Foco,>3745,<35,north,>635,739
3,1_2023,20,5006.206896551724,2023,BMX Foco,>3745,<35,north,>635,739
3,1_2023,18,5333.103448275862,2023,BMX Foco,>3745,<35,north,>635,739
4,1_2023,15,4866.7385057471265,2023,BMX Foco,>3745,<35,north,>635,739
4,1_2023,22,4989.310344827587,2023,BMX Foco,>3745,<35,north,>635,739
4,1_2023,25,4865.28735632184,2023,BMX Foco,>3745,<35,north,>635,739
4,1_2023,22,5133.60632183908,2023,BMX Foco,>3745,<35,north,>635,739
5,1_2023,28,4719.137931034483,2023,BMX Foco,>3745,<35,north,>635,739
5,1_2023,28,5109.784482758621,2023,BMX Foco,>3745,<35,north,>635,739
5,1_2023,33,4895.172413793103,2023,BMX Foco,>3745,<35,north,>635,739
5,1_2023,30,4593.563218390805,2023,BMX Foco,>3745,<35,north,>635,739
6,1_2023,16,5109.310344827587,2023,BMX Foco,>3745,<35,north,>635,739
6,1_2023,20,4788.793103448276,2023,BMX Foco,>3745,<35,north,>635,739
6,1_2023,18,5101.724137931035,2023,BMX Foco,>3745,<35,north,>635,739
6,1_2023,25,5356.494252873564,2023,BMX Foco,>3745,<35,north,>635,739
7,1_2023,15,5592.413793103447,2023,BMX Foco,>3745,<35,north,>635,739
7,1_2023,20,5436.724137931035,2023,BMX Foco,>3745,<35,north,>635,739
7,1_2023,18,5263.807471264367,2023,BMX Foco,>3745,<35,north,>635,739
7,1_2023,15,5206.249999999999,2023,BMX Foco,>3745,<35,north,>635,739
8,1_2023,15,5570.2011494252865,2023,BMX Foco,>3745,<35,north,>635,739
8,1_2023,12,5291.508620689655,2023,BMX Foco,>3745,<35,north,>635,739
8,1_2023,15,5244.48275862069,2023,BMX Foco,>3745,<35,north,>635,739
8,1_2023,15,5493.620689655172,2023,BMX Foco,>3745,<35,north,>635,739
9,1_2023,22,5409.885057471264,2023,BMX Foco,>3745,<35,north,>635,739
9,1_2023,20,4818.505747126437,2023,BMX Foco,>3745,<35,north,>635,739
9,1_2023,20,5312.298850574712,2023,BMX Foco,>3745,<35,north,>635,739
9,1_2023,18,4983.218390804597,2023,BMX Foco,>3745,<35,north,>635,739
1,2_2023,41.5,4008,2023,M-5947 IPRO,>3745,>35,south,>635,742
1,2_2023,41.3,4236,2023,M-5947 IPRO,>3745,>35,south,>635,742
1,2_2023,40.7,3924.000000000001,2023,M-5947 IPRO,>3745,>35,south,>635,742
1,2_2023,46.5,4032,2023,M-5947 IPRO,>3745,>35,south,>635,742
2,2_2023,22,4410,2023,M-5947 IPRO,>3745,<35,south,>635,742
2,2_2023,19.5,4326,2023,M-5947 IPRO,>3745,<35,south,>635,742
2,2_2023,20.4,4584,2023,M-5947 IPRO,>3745,<35,south,>635,742
2,2_2023,23.9,4554,2023,M-5947 IPRO,>3745,<35,south,>635,742
3,2_2023,11.8,5436,2023,M-5947 IPRO,>3745,<35,south,>635,742
3,2_2023,11.5,5442,2023,M-5947 IPRO,>3745,<35,south,>635,742
3,2_2023,10.7,5478,2023,M-5947 IPRO,>3745,<35,south,>635,742
3,2_2023,12.4,5142,2023,M-5947 IPRO,>3745,<35,south,>635,742
4,2_2023,21.1,4632,2023,M-5947 IPRO,>3745,<35,south,>635,742
4,2_2023,19.2,4890,2023,M-5947 IPRO,>3745,<35,south,>635,742
4,2_2023,20.3,4356,2023,M-5947 IPRO,>3745,<35,south,>635,742
4,2_2023,18.5,4524,2023,M-5947 IPRO,>3745,<35,south,>635,742
5,2_2023,16.6,4752,2023,M-5947 IPRO,>3745,<35,south,>635,742
5,2_2023,17.5,4644,2023,M-5947 IPRO,>3745,<35,south,>635,742
5,2_2023,16.8,5010,2023,M-5947 IPRO,>3745,<35,south,>635,742
5,2_2023,15.1,4914,2023,M-5947 IPRO,>3745,<35,south,>635,742
6,2_2023,13.8,5112,2023,M-5947 IPRO,>3745,<35,south,>635,742
6,2_2023,14.2,4986,2023,M-5947 IPRO,>3745,<35,south,>635,742
6,2_2023,13.7,5052,2023,M-5947 IPRO,>3745,<35,south,>635,742
6,2_2023,16.5,5196,2023,M-5947 IPRO,>3745,<35,south,>635,742
7,2_2023,15.2,4962,2023,M-5947 IPRO,>3745,<35,south,>635,742
7,2_2023,15.1,5094,2023,M-5947 IPRO,>3745,<35,south,>635,742
7,2_2023,14.7,4812,2023,M-5947 IPRO,>3745,<35,south,>635,742
7,2_2023,16.5,4890,2023,M-5947 IPRO,>3745,<35,south,>635,742
8,2_2023,13.7,5166,2023,M-5947 IPRO,>3745,<35,south,>635,742
8,2_2023,13.8,5190,2023,M-5947 IPRO,>3745,<35,south,>635,742
8,2_2023,14,5232,2023,M-5947 IPRO,>3745,<35,south,>635,742
8,2_2023,15.5,4962,2023,M-5947 IPRO,>3745,<35,south,>635,742
9,2_2023,12.6,5358,2023,M-5947 IPRO,>3745,<35,south,>635,742
9,2_2023,12.1,5430,2023,M-5947 IPRO,>3745,<35,south,>635,742
9,2_2023,10.7,5562,2023,M-5947 IPRO,>3745,<35,south,>635,742
9,2_2023,14.5,5190,2023,M-5947 IPRO,>3745,<35,south,>635,742
1,3_2023,50,4198.05,2023,BMX FOCO IPRO,>3745,>35,north,>635,786
1,3_2023,60,4438.44,2023,BMX FOCO IPRO,>3745,>35,north,>635,786
1,3_2023,25,4351,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
1,3_2023,40,4322.78,2023,BMX FOCO IPRO,>3745,>35,north,>635,786
2,3_2023,15,4700.81,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
2,3_2023,15,4445.68,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
2,3_2023,10,4301.95,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
2,3_2023,20,4602.06,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
3,3_2023,15,4868.51,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
3,3_2023,6,4623.51,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
3,3_2023,15,4543.16,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
3,3_2023,35,4445.68,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
4,3_2023,10,4706.66,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
4,3_2023,25,4606.82,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
4,3_2023,15,4590.75,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
4,3_2023,25,4669.19,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
5,3_2023,20,4442.69,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
5,3_2023,15,4596.44,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
5,3_2023,25,4824.19,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
5,3_2023,15,4730.72,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
6,3_2023,15,5028.09,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
6,3_2023,5,4744.54,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
6,3_2023,15,4730.29,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
6,3_2023,30,4853.39,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
7,3_2023,10,4539.79,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
7,3_2023,15,4819.54,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
7,3_2023,5,4533.26,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
7,3_2023,10,4599.55,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
8,3_2023,5,4647.89,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
8,3_2023,10,4671.08,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
8,3_2023,5,5091.54,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
8,3_2023,20,5113.48,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
9,3_2023,20,4672.01,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
9,3_2023,15,4521.32,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
9,3_2023,25,4604.53,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
9,3_2023,15,4612.9,2023,BMX FOCO IPRO,>3745,<35,north,>635,786
1,5_2023,45,3177.5862065787933,2023,CZ 37B43 IPRO,<3745,>35,north,>635,660
1,5_2023,40,3324.099616525828,2023,CZ 37B43 IPRO,<3745,>35,north,>635,660
1,5_2023,35,3119.080459458207,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
1,5_2023,40,2920.689654880345,2023,CZ 37B43 IPRO,<3745,>35,north,>635,660
2,5_2023,25,3285.402298522035,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
2,5_2023,20,3623.448275499724,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
2,5_2023,20,3564.853128634575,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
2,5_2023,25,3617.471264006069,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
3,5_2023,20,3166.436781292551,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
3,5_2023,23,3823.793103065897,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
3,5_2023,20,3960.56194085554,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
3,5_2023,20,3708.3014044822985,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
4,5_2023,30,3093.86973149138,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
4,5_2023,30,3862.8352486558624,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
4,5_2023,25,3755.55555518,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
4,5_2023,20,3821.200510473563,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
5,5_2023,5,3438.4674326063446,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
5,5_2023,10,3812.899105621265,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
5,5_2023,10,4118.084290775932,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
5,5_2023,5,3555.504469631678,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
6,5_2023,10,3300.2809702957697,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
6,5_2023,10,4004.291187339034,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
6,5_2023,10,4097.407406997667,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
6,5_2023,15,3304.010216783264,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
7,5_2023,5,3951.4687096942534,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
7,5_2023,8,4160.344827170173,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
7,5_2023,7.5,3731.2899102271263,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
7,5_2023,5,3569.7318004093104,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
8,5_2023,5,3668.965516874483,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
8,5_2023,5,3602.426564135287,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
8,5_2023,5,4182.886334192184,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
8,5_2023,2,3836.564495146356,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
9,5_2023,15,3370.1915705442075,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
9,5_2023,20,3782.222221844,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
9,5_2023,25,3804.444444064,2023,CZ 37B43 IPRO,>3745,<35,north,>635,660
9,5_2023,25,3452.1072793482763,2023,CZ 37B43 IPRO,<3745,<35,north,>635,660
1,6_2023,49,3024.137931034483,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,>35,south,>635,956
1,6_2023,57,3604.7724137931023,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,>35,south,>635,956
1,6_2023,50,3331.2459770114947,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,>35,south,>635,956
1,6_2023,43,3073.379310344827,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,>35,south,>635,956
2,6_2023,12,3961.620689655173,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
2,6_2023,7,3820.494252873564,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
2,6_2023,8,3786.8965517241377,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
2,6_2023,8,3950.56551724138,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
3,6_2023,8,4171.885057471264,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
3,6_2023,7,4181.5310344827585,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
3,6_2023,8,3777.586206896552,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
3,6_2023,9,3956.105747126437,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
4,6_2023,5,3267.2781609195404,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,<35,south,>635,956
4,6_2023,7,4091.928735632184,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
4,6_2023,3,4107.689655172414,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
4,6_2023,9,4010.006896551724,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
5,6_2023,2,3715.636781609196,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,<35,south,>635,956
5,6_2023,6,4177.117241379311,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
5,6_2023,4,3553.324137931035,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,<35,south,>635,956
5,6_2023,3,3699.875862068965,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,<35,south,>635,956
6,6_2023,3,3790.2528735632177,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
6,6_2023,9,3649.1264367816098,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,<35,south,>635,956
6,6_2023,6,3542.2666666666673,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,<35,south,>635,956
6,6_2023,4,3525.7149425287353,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,<35,south,>635,956
7,6_2023,3,3749.9310344827586,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
7,6_2023,3,3792.471264367816,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
7,6_2023,2,3916.5885057471264,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
7,6_2023,3,3890.3586206896553,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
8,6_2023,4,3776.9310344827586,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
8,6_2023,2,3784.20459770115,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
8,6_2023,4,3851.416091954024,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
8,6_2023,3,3865.5770114942534,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
9,6_2023,3,4007.990804597701,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
9,6_2023,2,3640.71724137931,2023,Cromo TF IPRO - 57I59RSF OPRO,<3745,<35,south,>635,956
9,6_2023,6,3942.620689655173,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
9,6_2023,4,3974.1885057471272,2023,Cromo TF IPRO - 57I59RSF OPRO,>3745,<35,south,>635,956
1,7_2023,27,3718.582375478926,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
1,7_2023,25,3556.1728395061723,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
1,7_2023,28,3472.8395061728384,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
1,7_2023,28,3474.723286504895,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
2,7_2023,10,3607.758620689655,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
2,7_2023,9,4006.704980842911,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
2,7_2023,11,3674.329501915708,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
2,7_2023,9,3550.787569178374,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
3,7_2023,9,3908.546189868029,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
3,7_2023,8,4161.068539804172,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
3,7_2023,9,3825.191570881226,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
3,7_2023,9,3468.0076628352494,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
4,7_2023,11,4154.278416347382,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
4,7_2023,12,4091.900808854832,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
4,7_2023,12,3933.588761174968,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
4,7_2023,11,4075.0106428267345,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
5,7_2023,10,3907.109408258834,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
5,7_2023,12,4152.91613452533,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
5,7_2023,10,3781.6091954022986,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
5,7_2023,10,3599.1379310344823,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
6,7_2023,13,3745.721583652618,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
6,7_2023,12,4361.813537675606,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
6,7_2023,13,3741.389953171563,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
6,7_2023,11,3798.722860791826,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
7,7_2023,13,3532.9821200510855,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
7,7_2023,15,4728.192848020434,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
7,7_2023,15,4293.0395913154525,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
7,7_2023,15,3382.247765006386,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
8,7_2023,13,4145.0191570881225,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
8,7_2023,14,3936.270753512132,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
8,7_2023,14,3913.8356747552143,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
8,7_2023,12,3799.5742869306087,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
9,7_2023,15,3709.578544061302,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
9,7_2023,14,3595.6470838654736,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
9,7_2023,14,3902.469135802468,2023,BMX DOMINIO IPRO,>3745,<35,north,<635,336
9,7_2023,12,3516.3367390378885,2023,BMX DOMINIO IPRO,<3745,<35,north,<635,336
1,8_2023,13.65,3295.827237896203,2023,CZ 48B32 IPRO,<3745,<35,north,<635,344
1,8_2023,15.1,3948.045977011494,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
1,8_2023,15.1,3905.798212005109,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
1,8_2023,13.15,3990.8355586516504,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
2,8_2023,5.75,4118.239869964008,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
2,8_2023,4.8500000000000005,4161.592940903285,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
2,8_2023,4.85,4257.672510546074,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
2,8_2023,4.8,4257.619876930222,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
3,8_2023,4.45,3989.213204845389,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
3,8_2023,4.7,4370.723325206084,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
3,8_2023,4.75,4152.587948450017,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
3,8_2023,5.3,4764.346917450365,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
4,8_2023,7.65,3818.474399164055,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
4,8_2023,6.85,4121.100661790317,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
4,8_2023,6.6,4119.8095901544175,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
4,8_2023,7.35,4190.344827586207,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
5,8_2023,6.4,4291.534502109214,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
5,8_2023,7.35,4083.1208638105186,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
5,8_2023,5.3,4266.937574983553,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
5,8_2023,5.65,3998.6067572274465,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
6,8_2023,5.75,4439.0433066295145,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
6,8_2023,4.75,4068.160532528349,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
6,8_2023,4.949999999999999,4265.892642904138,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
6,8_2023,5.05,4410.6165099268555,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
7,8_2023,7.199999999999999,4050.09172181586,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
7,8_2023,7.15,3933.136731297651,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
7,8_2023,6.3,4222.593753628236,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
7,8_2023,6.15,4058.8258059522423,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
8,8_2023,6.7,3926.5993265993266,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
8,8_2023,7.65,4025.8105963853095,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
8,8_2023,6.2,4048.1071248887342,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
8,8_2023,6.5,4198.653198653198,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
9,8_2023,4.85,4728.158210457061,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
9,8_2023,4.1,4345.833817098185,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
9,8_2023,4.9,4345.833817098185,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
9,8_2023,4.3,3928.114865126359,2023,CZ 48B32 IPRO,>3745,<35,north,<635,344
1,9_2023,50,3245.5938697318006,2023,Bônus IPRO,<3745,>35,south,<635,635
1,9_2023,40,4181.299489144317,2023,Bônus IPRO,>3745,>35,south,<635,635
1,9_2023,52.5,4032.4233716475096,2023,Bônus IPRO,>3745,>35,south,<635,635
1,9_2023,42.5,3736.909323116219,2023,Bônus IPRO,<3745,>35,south,<635,635
2,9_2023,10,4681.6730523627075,2023,Bônus IPRO,>3745,<35,south,<635,635
2,9_2023,5,4977.931034482759,2023,Bônus IPRO,>3745,<35,south,<635,635
2,9_2023,1,5055.28735632184,2023,Bônus IPRO,>3745,<35,south,<635,635
2,9_2023,7.5,5008.9399744572165,2023,Bônus IPRO,>3745,<35,south,<635,635
3,9_2023,2.5,4804.597701149425,2023,Bônus IPRO,>3745,<35,south,<635,635
3,9_2023,4.3,5584.386973180075,2023,Bônus IPRO,>3745,<35,south,<635,635
3,9_2023,5.2,5267.241379310344,2023,Bônus IPRO,>3745,<35,south,<635,635
3,9_2023,3.2,5247.525542784164,2023,Bônus IPRO,>3745,<35,south,<635,635
4,9_2023,5,4610.88441890166,2023,Bônus IPRO,>3745,<35,south,<635,635
4,9_2023,10,4698.850574712644,2023,Bônus IPRO,>3745,<35,south,<635,635
4,9_2023,2.5,4738.991060025543,2023,Bônus IPRO,>3745,<35,south,<635,635
4,9_2023,2,5333.742017879949,2023,Bônus IPRO,>3745,<35,south,<635,635
5,9_2023,5,4599.814814814816,2023,Bônus IPRO,>3745,<35,south,<635,635
5,9_2023,10,4786.082375478927,2023,Bônus IPRO,>3745,<35,south,<635,635
5,9_2023,2.5,5896.430395913155,2023,Bônus IPRO,>3745,<35,south,<635,635
5,9_2023,1,4850.210727969348,2023,Bônus IPRO,>3745,<35,south,<635,635
6,9_2023,10,4172.203065134099,2023,Bônus IPRO,>3745,<35,south,<635,635
6,9_2023,10,4441.653895274586,2023,Bônus IPRO,>3745,<35,south,<635,635
6,9_2023,1,5507.151979565772,2023,Bônus IPRO,>3745,<35,south,<635,635
6,9_2023,2.5,5800,2023,Bônus IPRO,>3745,<35,south,<635,635
7,9_2023,2,4575.389527458494,2023,Bônus IPRO,>3745,<35,south,<635,635
7,9_2023,5,4770.114942528736,2023,Bônus IPRO,>3745,<35,south,<635,635
7,9_2023,0.5,4787.911877394636,2023,Bônus IPRO,>3745,<35,south,<635,635
7,9_2023,1,5447.024265644955,2023,Bônus IPRO,>3745,<35,south,<635,635
8,9_2023,1.5,4936.340996168582,2023,Bônus IPRO,>3745,<35,south,<635,635
8,9_2023,2.5,5019.201787994892,2023,Bônus IPRO,>3745,<35,south,<635,635
8,9_2023,0.5,5356.2835249042155,2023,Bônus IPRO,>3745,<35,south,<635,635
8,9_2023,1,5636.475095785441,2023,Bônus IPRO,>3745,<35,south,<635,635
9,9_2023,1.5,5360.006385696041,2023,Bônus IPRO,>3745,<35,south,<635,635
9,9_2023,3,4935.683269476373,2023,Bônus IPRO,>3745,<35,south,<635,635
9,9_2023,2.5,5395.274584929758,2023,Bônus IPRO,>3745,<35,south,<635,635
9,9_2023,1.5,5273.467432950191,2023,Bônus IPRO,>3745,<35,south,<635,635
1,11_2023,20,3893.3,2023,Desafio RR,>3745,<35,north,<635,399
1,11_2023,20,4601.8,2023,Desafio RR,>3745,<35,north,<635,399
1,11_2023,18,3783.8,2023,Desafio RR,>3745,<35,north,<635,399
1,11_2023,25,4766.3,2023,Desafio RR,>3745,<35,north,<635,399
2,11_2023,4,3987.2,2023,Desafio RR,>3745,<35,north,<635,399
2,11_2023,6,5102.6,2023,Desafio RR,>3745,<35,north,<635,399
