TRAT,LOCAL_YEAR,DFC,PROD,YEAR,CULTIVAR,yield_class,sev_class,region_class,altitude_class,altitude
2,11_2023,3,4391.6,2023,Desafio RR,>3745,<35,north,<635,399
2,11_2023,4,4945.3,2023,Desafio RR,>3745,<35,north,<635,399
3,11_2023,2,4213,2023,Desafio RR,>3745,<35,north,<635,399
3,11_2023,2,5329.4,2023,Desafio RR,>3745,<35,north,<635,399
3,11_2023,1.5,4945.3,2023,Desafio RR,>3745,<35,north,<635,399
3,11_2023,2,4954.1,2023,Desafio RR,>3745,<35,north,<635,399
4,11_2023,2,4217.8,2023,Desafio RR,>3745,<35,north,<635,399
4,11_2023,2,4652.4,2023,Desafio RR,>3745,<35,north,<635,399
4,11_2023,2,4612.9,2023,Desafio RR,>3745,<35,north,<635,399
4,11_2023,2.5,5068.5,2023,Desafio RR,>3745,<35,north,<635,399
5,11_2023,4,4394.7,2023,Desafio RR,>3745,<35,north,<635,399
5,11_2023,3,4536.2,2023,Desafio RR,>3745,<35,north,<635,399
5,11_2023,3,4329.3,2023,Desafio RR,>3745,<35,north,<635,399
5,11_2023,4,4088.8,2023,Desafio RR,>3745,<35,north,<635,399
6,11_2023,3,4503.7,2023,Desafio RR,>3745,<35,north,<635,399
6,11_2023,3,4641.5,2023,Desafio RR,>3745,<35,north,<635,399
6,11_2023,4,4732.5,2023,Desafio RR,>3745,<35,north,<635,399
6,11_2023,3,4725.4,2023,Desafio RR,>3745,<35,north,<635,399
7,11_2023,2,4639.5,2023,Desafio RR,>3745,<35,north,<635,399
7,11_2023,2,5211.5,2023,Desafio RR,>3745,<35,north,<635,399
7,11_2023,2.6,5168.6,2023,Desafio RR,>3745,<35,north,<635,399
7,11_2023,2.2,5042.8,2023,Desafio RR,>3745,<35,north,<635,399
8,11_2023,1.5,4952.5,2023,Desafio RR,>3745,<35,north,<635,399
8,11_2023,2,5377,2023,Desafio RR,>3745,<35,north,<635,399
8,11_2023,1.2,4163,2023,Desafio RR,>3745,<35,north,<635,399
8,11_2023,2,4914.4,2023,Desafio RR,>3745,<35,north,<635,399
9,11_2023,2.2,5111.4,2023,Desafio RR,>3745,<35,north,<635,399
9,11_2023,2,5180.2,2023,Desafio RR,>3745,<35,north,<635,399
9,11_2023,2.5,4289.3,2023,Desafio RR,>3745,<35,north,<635,399
9,11_2023,1.5,5115.7,2023,Desafio RR,>3745,<35,north,<635,399
1,12_2023,15,2562.551724137931,2023,BMX Lança Ipro,<3745,<35,south,<635,436
1,12_2023,12,2403.965517241379,2023,BMX Lança Ipro,<3745,<35,south,<635,436
1,12_2023,18,2597.793103448276,2023,BMX Lança Ipro,<3745,<35,south,<635,436
1,12_2023,16,2612.8965517241377,2023,BMX Lança Ipro,<3745,<35,south,<635,436
2,12_2023,3,2489.551724137931,2023,BMX Lança Ipro,<3745,<35,south,<635,436
2,12_2023,2.7,2927.551724137931,2023,BMX Lança Ipro,<3745,<35,south,<635,436
2,12_2023,3.2,2599.8563218390805,2023,BMX Lança Ipro,<3745,<35,south,<635,436
2,12_2023,3.5,2393.6781609195405,2023,BMX Lança Ipro,<3745,<35,south,<635,436
3,12_2023,2.5,2333.3333333333335,2023,BMX Lança Ipro,<3745,<35,south,<635,436
3,12_2023,2,2822.9195402298856,2023,BMX Lança Ipro,<3745,<35,south,<635,436
3,12_2023,3,2790.270114942529,2023,BMX Lança Ipro,<3745,<35,south,<635,436
3,12_2023,2.2,2308.0632183908046,2023,BMX Lança Ipro,<3745,<35,south,<635,436
4,12_2023,4,2440.8879310344823,2023,BMX Lança Ipro,<3745,<35,south,<635,436
4,12_2023,3.7,2501.0948275862065,2023,BMX Lança Ipro,<3745,<35,south,<635,436
4,12_2023,5,2358.103448275862,2023,BMX Lança Ipro,<3745,<35,south,<635,436
4,12_2023,4.5,3080.0172413793102,2023,BMX Lança Ipro,<3745,<35,south,<635,436
5,12_2023,2.7,2546.2499999999995,2023,BMX Lança Ipro,<3745,<35,south,<635,436
5,12_2023,2,2772.025862068965,2023,BMX Lança Ipro,<3745,<35,south,<635,436
5,12_2023,3,2400.7499999999995,2023,BMX Lança Ipro,<3745,<35,south,<635,436
5,12_2023,2.5,2630.0086206896553,2023,BMX Lança Ipro,<3745,<35,south,<635,436
6,12_2023,1.5,2531.198275862069,2023,BMX Lança Ipro,<3745,<35,south,<635,436
6,12_2023,0.9,2571.3362068965516,2023,BMX Lança Ipro,<3745,<35,south,<635,436
6,12_2023,1,3018.841954022989,2023,BMX Lança Ipro,<3745,<35,south,<635,436
6,12_2023,1.2,2676.1609195402298,2023,BMX Lança Ipro,<3745,<35,south,<635,436
7,12_2023,0.8,2445.307471264368,2023,BMX Lança Ipro,<3745,<35,south,<635,436
7,12_2023,0.6,2843.264367816092,2023,BMX Lança Ipro,<3745,<35,south,<635,436
7,12_2023,0.7,3055.7241379310344,2023,BMX Lança Ipro,<3745,<35,south,<635,436
7,12_2023,0.8,3085.692528735632,2023,BMX Lança Ipro,<3745,<35,south,<635,436
8,12_2023,1.5,2752.5,2023,BMX Lança Ipro,<3745,<35,south,<635,436
8,12_2023,1.2,3176.4166666666665,2023,BMX Lança Ipro,<3745,<35,south,<635,436
8,12_2023,0.9,2861.1379310344823,2023,BMX Lança Ipro,<3745,<35,south,<635,436
8,12_2023,1,2853.333333333333,2023,BMX Lança Ipro,<3745,<35,south,<635,436
9,12_2023,2,2448.413793103448,2023,BMX Lança Ipro,<3745,<35,south,<635,436
9,12_2023,1.5,2618.5057471264367,2023,BMX Lança Ipro,<3745,<35,south,<635,436
9,12_2023,1.6,3244.942528735632,2023,BMX Lança Ipro,<3745,<35,south,<635,436
9,12_2023,1.8,2991.862068965517,2023,BMX Lança Ipro,<3745,<35,south,<635,436
1,14_2023,53.3,3289.2,2023,BMX Olimpo IPRO,<3745,>35,north,>635,911
1,14_2023,53.7,4204.6,2023,BMX Olimpo IPRO,>3745,>35,north,>635,911
1,14_2023,52.4,4064.6,2023,BMX Olimpo IPRO,>3745,>35,north,>635,911
1,14_2023,52.7,3752.5,2023,BMX Olimpo IPRO,>3745,>35,north,>635,911
2,14_2023,16.3,4118.1,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
2,14_2023,14,4254.6,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
2,14_2023,14.8,3946.7,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
2,14_2023,14.4,4510.8,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
3,14_2023,13.7,4285.3,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
3,14_2023,13.7,3987.5,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
3,14_2023,13.1,4832.1,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
3,14_2023,11.8,4117.9,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
4,14_2023,14.6,4611.5,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
4,14_2023,14,4173.5,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
4,14_2023,13.5,4182.9,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
4,14_2023,14.8,4564.2,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
5,14_2023,12.7,4814.9,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
5,14_2023,13.3,4340.2,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
5,14_2023,14.2,5126.4,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
5,14_2023,13.9,5012.4,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
6,14_2023,12.7,5063.6,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
6,14_2023,12,5312.3,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
6,14_2023,11.6,4802.1,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
6,14_2023,11.4,4915,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
7,14_2023,11.4,5069.3,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
7,14_2023,13.1,4561.1,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
7,14_2023,12.9,5075.2,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
7,14_2023,11.6,4857,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
8,14_2023,9.9,5267,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
8,14_2023,12.4,4486,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
8,14_2023,12.2,4674,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
8,14_2023,12.7,4489.5,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
9,14_2023,14.2,4910.9,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
9,14_2023,14,4317.6,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
9,14_2023,12.5,5331.5,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
9,14_2023,14.6,4042.7,2023,BMX Olimpo IPRO,>3745,<35,north,>635,911
1,15_2023,35,2888.551724137931,2023,BÔNUS,<3745,<35,north,<635,234
1,15_2023,35,3069.1954022988502,2023,BÔNUS,<3745,<35,north,<635,234
1,15_2023,40,3241.9655172413795,2023,BÔNUS,<3745,>35,north,<635,234
1,15_2023,40,3114.206896551724,2023,BÔNUS,<3745,>35,north,<635,234
2,15_2023,15,3172.275862068965,2023,BÔNUS,<3745,<35,north,<635,234
2,15_2023,15,3477.2183908045977,2023,BÔNUS,<3745,<35,north,<635,234
2,15_2023,15,4594.379310344826,2023,BÔNUS,>3745,<35,north,<635,234
2,15_2023,18,4176.137931034484,2023,BÔNUS,>3745,<35,north,<635,234
3,15_2023,15,3676.735632183907,2023,BÔNUS,<3745,<35,north,<635,234
3,15_2023,12,3098.4827586206898,2023,BÔNUS,<3745,<35,north,<635,234
3,15_2023,15,4686.3448275862065,2023,BÔNUS,>3745,<35,north,<635,234
3,15_2023,18,3764.655172413793,2023,BÔNUS,>3745,<35,north,<635,234
4,15_2023,15,3515.7241379310344,2023,BÔNUS,<3745,<35,north,<635,234
4,15_2023,18,3859.586206896551,2023,BÔNUS,>3745,<35,north,<635,234
4,15_2023,15,4647.724137931034,2023,BÔNUS,>3745,<35,north,<635,234
4,15_2023,18,4747.12643678161,2023,BÔNUS,>3745,<35,north,<635,234
5,15_2023,18,3361.0344827586205,2023,BÔNUS,<3745,<35,north,<635,234
5,15_2023,20,3535.4022988505744,2023,BÔNUS,<3745,<35,north,<635,234
5,15_2023,15,4279.172413793103,2023,BÔNUS,>3745,<35,north,<635,234
5,15_2023,20,4025.2873563218386,2023,BÔNUS,>3745,<35,north,<635,234
6,15_2023,30,4080.027586206896,2023,BÔNUS,>3745,<35,north,<635,234
6,15_2023,18,3346.022988505748,2023,BÔNUS,<3745,<35,north,<635,234
6,15_2023,15,4412.896551724138,2023,BÔNUS,>3745,<35,north,<635,234
6,15_2023,20,4481.28735632184,2023,BÔNUS,>3745,<35,north,<635,234
7,15_2023,25,3921.103448275862,2023,BÔNUS,>3745,<35,north,<635,234
7,15_2023,18,3587.1264367816084,2023,BÔNUS,<3745,<35,north,<635,234
7,15_2023,15,4944.183908045977,2023,BÔNUS,>3745,<35,north,<635,234
7,15_2023,18,4623.701149425288,2023,BÔNUS,>3745,<35,north,<635,234
8,15_2023,22,3935.379310344828,2023,BÔNUS,>3745,<35,north,<635,234
8,15_2023,18,3783.287356321839,2023,BÔNUS,>3745,<35,north,<635,234
8,15_2023,15,4809.908045977013,2023,BÔNUS,>3745,<35,north,<635,234
8,15_2023,18,4269.620689655173,2023,BÔNUS,>3745,<35,north,<635,234
9,15_2023,15,3758.793103448276,2023,BÔNUS,>3745,<35,north,<635,234
9,15_2023,15,3171.5517241379316,2023,BÔNUS,<3745,<35,north,<635,234
9,15_2023,18,3353.0114942528735,2023,BÔNUS,<3745,<35,north,<635,234
9,15_2023,15,2827.0344827586214,2023,BÔNUS,<3745,<35,north,<635,234
1,1_2024,80,4765.57,2024,BMX FOCO,>3745,>35,north,>635,739
1,1_2024,70,4657.17,2024,BMX FOCO,>3745,>35,north,>635,739
1,1_2024,70,4238.45,2024,BMX FOCO,>3745,>35,north,>635,739
1,1_2024,75,4901.41,2024,BMX FOCO,>3745,>35,north,>635,739
2,1_2024,40,5129.73,2024,BMX FOCO,>3745,>35,north,>635,739
2,1_2024,50,4540.69,2024,BMX FOCO,>3745,>35,north,>635,739
2,1_2024,38,4989.21,2024,BMX FOCO,>3745,>35,north,>635,739
2,1_2024,45,5295.26,2024,BMX FOCO,>3745,>35,north,>635,739
3,1_2024,33,5235.37,2024,BMX FOCO,>3745,<35,north,>635,739
3,1_2024,38,5173.68,2024,BMX FOCO,>3745,>35,north,>635,739
3,1_2024,38,5119.45,2024,BMX FOCO,>3745,>35,north,>635,739
3,1_2024,30,5281.11,2024,BMX FOCO,>3745,<35,north,>635,739
4,1_2024,35,5486.9,2024,BMX FOCO,>3745,<35,north,>635,739
4,1_2024,28,5222.59,2024,BMX FOCO,>3745,<35,north,>635,739
4,1_2024,30,5496.47,2024,BMX FOCO,>3745,<35,north,>635,739
4,1_2024,33,5348.85,2024,BMX FOCO,>3745,<35,north,>635,739
5,1_2024,25,5300.55,2024,BMX FOCO,>3745,<35,north,>635,739
5,1_2024,25,5192.51,2024,BMX FOCO,>3745,<35,north,>635,739
5,1_2024,30,5177.7,2024,BMX FOCO,>3745,<35,north,>635,739
5,1_2024,28,5641.94,2024,BMX FOCO,>3745,<35,north,>635,739
6,1_2024,28,5368.53,2024,BMX FOCO,>3745,<35,north,>635,739
6,1_2024,23,5206.52,2024,BMX FOCO,>3745,<35,north,>635,739
6,1_2024,28,4983.22,2024,BMX FOCO,>3745,<35,north,>635,739
6,1_2024,25,5343.33,2024,BMX FOCO,>3745,<35,north,>635,739
7,1_2024,35,5216.98,2024,BMX FOCO,>3745,<35,north,>635,739
7,1_2024,40,4558.05,2024,BMX FOCO,>3745,>35,north,>635,739
7,1_2024,40,5171.29,2024,BMX FOCO,>3745,>35,north,>635,739
7,1_2024,38,5353.45,2024,BMX FOCO,>3745,>35,north,>635,739
8,1_2024,30,5513.45,2024,BMX FOCO,>3745,<35,north,>635,739
8,1_2024,30,5053.36,2024,BMX FOCO,>3745,<35,north,>635,739
8,1_2024,32,5063.33,2024,BMX FOCO,>3745,<35,north,>635,739
8,1_2024,35,5412.93,2024,BMX FOCO,>3745,<35,north,>635,739
9,1_2024,55,5043.45,2024,BMX FOCO,>3745,>35,north,>635,739
9,1_2024,50,5061.61,2024,BMX FOCO,>3745,>35,north,>635,739
9,1_2024,55,4263.58,2024,BMX FOCO,>3745,>35,north,>635,739
9,1_2024,55,5229.89,2024,BMX FOCO,>3745,>35,north,>635,739
10,1_2024,28,5392.07,2024,BMX FOCO,>3745,<35,north,>635,739
10,1_2024,30,4631.38,2024,BMX FOCO,>3745,<35,north,>635,739
10,1_2024,30,5056.55,2024,BMX FOCO,>3745,<35,north,>635,739
10,1_2024,30,5527.01,2024,BMX FOCO,>3745,<35,north,>635,739
11,1_2024,38,5438.36,2024,BMX FOCO,>3745,>35,north,>635,739
11,1_2024,35,4930.47,2024,BMX FOCO,>3745,<35,north,>635,739
11,1_2024,33,5246.67,2024,BMX FOCO,>3745,<35,north,>635,739
11,1_2024,35,5364.25,2024,BMX FOCO,>3745,<35,north,>635,739
12,1_2024,35,5351.36,2024,BMX FOCO,>3745,<35,north,>635,739
12,1_2024,40,5054.31,2024,BMX FOCO,>3745,>35,north,>635,739
12,1_2024,30,5304.91,2024,BMX FOCO,>3745,<35,north,>635,739
12,1_2024,45,5405.17,2024,BMX FOCO,>3745,>35,north,>635,739
13,1_2024,25,5240.69,2024,BMX FOCO,>3745,<35,north,>635,739
13,1_2024,30,5356.59,2024,BMX FOCO,>3745,<35,north,>635,739
13,1_2024,25,5359.66,2024,BMX FOCO,>3745,<35,north,>635,739
13,1_2024,25,5559.11,2024,BMX FOCO,>3745,<35,north,>635,739
14,1_2024,26,5380.24,2024,BMX FOCO,>3745,<35,north,>635,739
14,1_2024,28,5295.26,2024,BMX FOCO,>3745,<35,north,>635,739
14,1_2024,23,5382.04,2024,BMX FOCO,>3745,<35,north,>635,739
14,1_2024,20,5372.59,2024,BMX FOCO,>3745,<35,north,>635,739
15,1_2024,28,5371.82,2024,BMX FOCO,>3745,<35,north,>635,739
15,1_2024,25,4545.37,2024,BMX FOCO,>3745,<35,north,>635,739
15,1_2024,25,5332.95,2024,BMX FOCO,>3745,<35,north,>635,739
15,1_2024,25,4947.16,2024,BMX FOCO,>3745,<35,north,>635,739
1,2_2024,95,3752.958705832268,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
1,2_2024,95,4378.033205619412,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
1,2_2024,75,4430.727969348659,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
1,2_2024,80,4645.517241379311,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
2,2_2024,7.5,4569.740315027671,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
2,2_2024,15,4894.508301404853,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
2,2_2024,35,5171.119625372498,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
2,2_2024,20,4590.3448275862065,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
3,2_2024,5,4980.842911877396,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
3,2_2024,7.5,4896.483610046829,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
3,2_2024,35,5184.844614729672,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
3,2_2024,15,4681.481481481481,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
4,2_2024,10,4815.312899106002,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
4,2_2024,7.5,4610.166028097063,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
4,2_2024,15,5740.208599404001,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
4,2_2024,15,4761.0217113665385,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
5,2_2024,15,4361.813537675605,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
5,2_2024,15,4482.924648786718,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
5,2_2024,20,4813.963388676032,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
5,2_2024,15,4849.974457215836,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
6,2_2024,5,4081.6347381864625,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
6,2_2024,20,4370.221370796083,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
6,2_2024,15,4934.44018731375,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
6,2_2024,20,4939.344401873138,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
7,2_2024,5,4576.487867177523,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
7,2_2024,15,4633.333333333333,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
7,2_2024,12,5740.740740740741,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
7,2_2024,15,5519.106002554277,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
8,2_2024,10,4842.486164325244,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
8,2_2024,20,4840.74074074074,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
8,2_2024,10,4872.298850574712,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
8,2_2024,15,4603.150276713494,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
9,2_2024,60,3632.69902085994,2024,BMX Bônus IPRO,<3745,>35,south,<635,635
9,2_2024,80,4244.572158365261,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
9,2_2024,75,5228.403575989782,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
9,2_2024,50,4894.4444444444425,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
10,2_2024,45,5280.527884206045,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
10,2_2024,55,4818.3482332907615,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
10,2_2024,45,5169.8595146871,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
10,2_2024,50,4962.962962962963,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
11,2_2024,45,4503.192848020434,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
11,2_2024,35,4538.143891017453,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
11,2_2024,50,5431.417624521072,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
11,2_2024,50,5734.563644103872,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
12,2_2024,60,4459.770114942528,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
12,2_2024,50,4414.11238825032,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
12,2_2024,75,5182.256279267773,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
12,2_2024,60,4679.799914857386,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
13,2_2024,52.5,4488.33546189868,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
13,2_2024,50,5179.054916985952,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
13,2_2024,75,4925.500212856535,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
13,2_2024,60,4933.844189016602,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
14,2_2024,52.5,4518.952745849298,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
14,2_2024,65,4533.844189016603,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
14,2_2024,45,5073.83141762452,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
14,2_2024,40,4629.544487015751,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
15,2_2024,35,4358.995317156236,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
15,2_2024,30,4411.025968497233,2024,BMX Bônus IPRO,>3745,<35,south,<635,635
15,2_2024,40,5038.3908045977005,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
15,2_2024,45,4859.259259259259,2024,BMX Bônus IPRO,>3745,>35,south,<635,635
1,3_2024,35,4992.931034482758,2024,Brasmax Fibra,>3745,<35,south,<635,382
1,3_2024,38,4254,2024,Brasmax Fibra,>3745,>35,south,<635,382
1,3_2024,37,5040.88122605364,2024,Brasmax Fibra,>3745,>35,south,<635,382
1,3_2024,35,4854,2024,Brasmax Fibra,>3745,<35,south,<635,382
2,3_2024,14,5273.045977011494,2024,Brasmax Fibra,>3745,<35,south,<635,382
2,3_2024,12,5122.289272030651,2024,Brasmax Fibra,>3745,<35,south,<635,382
2,3_2024,11,5577.854406130267,2024,Brasmax Fibra,>3745,<35,south,<635,382
2,3_2024,12,5594.85632183908,2024,Brasmax Fibra,>3745,<35,south,<635,382
3,3_2024,17,4866.206896551724,2024,Brasmax Fibra,>3745,<35,south,<635,382
3,3_2024,14,4475.862068965517,2024,Brasmax Fibra,>3745,<35,south,<635,382
3,3_2024,11,5288.620689655172,2024,Brasmax Fibra,>3745,<35,south,<635,382
3,3_2024,14,5241.340996168583,2024,Brasmax Fibra,>3745,<35,south,<635,382
4,3_2024,14,5069.252873563219,2024,Brasmax Fibra,>3745,<35,south,<635,382
4,3_2024,10,4919.760536398467,2024,Brasmax Fibra,>3745,<35,south,<635,382
4,3_2024,11,4800,2024,Brasmax Fibra,>3745,<35,south,<635,382
4,3_2024,12,4734.109195402299,2024,Brasmax Fibra,>3745,<35,south,<635,382
5,3_2024,15,4740,2024,Brasmax Fibra,>3745,<35,south,<635,382
5,3_2024,13,5082.758620689656,2024,Brasmax Fibra,>3745,<35,south,<635,382
5,3_2024,12,5069.252873563219,2024,Brasmax Fibra,>3745,<35,south,<635,382
5,3_2024,13,5413.026819923372,2024,Brasmax Fibra,>3745,<35,south,<635,382
6,3_2024,16,4501.293103448275,2024,Brasmax Fibra,>3745,<35,south,<635,382
6,3_2024,12,4998.591954022989,2024,Brasmax Fibra,>3745,<35,south,<635,382
6,3_2024,11,5434.521072796934,2024,Brasmax Fibra,>3745,<35,south,<635,382
6,3_2024,13,5797.385057471263,2024,Brasmax Fibra,>3745,<35,south,<635,382
7,3_2024,14,4984.482758620689,2024,Brasmax Fibra,>3745,<35,south,<635,382
7,3_2024,11,4958.9655172413795,2024,Brasmax Fibra,>3745,<35,south,<635,382
7,3_2024,14,5540.057471264368,2024,Brasmax Fibra,>3745,<35,south,<635,382
7,3_2024,13,5859.463601532567,2024,Brasmax Fibra,>3745,<35,south,<635,382
8,3_2024,14,4922.471264367817,2024,Brasmax Fibra,>3745,<35,south,<635,382
8,3_2024,10,5311.532567049809,2024,Brasmax Fibra,>3745,<35,south,<635,382
8,3_2024,13,5111.637931034483,2024,Brasmax Fibra,>3745,<35,south,<635,382
8,3_2024,12,5082.758620689656,2024,Brasmax Fibra,>3745,<35,south,<635,382
9,3_2024,16,5156.666666666667,2024,Brasmax Fibra,>3745,<35,south,<635,382
9,3_2024,11,5360.919540229886,2024,Brasmax Fibra,>3745,<35,south,<635,382
9,3_2024,16,5105.862068965517,2024,Brasmax Fibra,>3745,<35,south,<635,382
9,3_2024,14,5279.051724137932,2024,Brasmax Fibra,>3745,<35,south,<635,382
10,3_2024,15,4597.068965517242,2024,Brasmax Fibra,>3745,<35,south,<635,382
10,3_2024,13,5954.3295019157085,2024,Brasmax Fibra,>3745,<35,south,<635,382
10,3_2024,11,5385.287356321839,2024,Brasmax Fibra,>3745,<35,south,<635,382
10,3_2024,13,4790.172413793103,2024,Brasmax Fibra,>3745,<35,south,<635,382
11,3_2024,16,5774.789272030652,2024,Brasmax Fibra,>3745,<35,south,<635,382
11,3_2024,14,4811.159003831418,2024,Brasmax Fibra,>3745,<35,south,<635,382
11,3_2024,13,5168.735632183908,2024,Brasmax Fibra,>3745,<35,south,<635,382
11,3_2024,14,5375.450191570881,2024,Brasmax Fibra,>3745,<35,south,<635,382
12,3_2024,14,5221.0344827586205,2024,Brasmax Fibra,>3745,<35,south,<635,382
12,3_2024,13,6191.149425287356,2024,Brasmax Fibra,>3745,<35,south,<635,382
12,3_2024,12,5438.400383141762,2024,Brasmax Fibra,>3745,<35,south,<635,382
12,3_2024,13,4756.379310344828,2024,Brasmax Fibra,>3745,<35,south,<635,382
13,3_2024,12,4866.494252873564,2024,Brasmax Fibra,>3745,<35,south,<635,382
13,3_2024,13,5803.96551724138,2024,Brasmax Fibra,>3745,<35,south,<635,382
13,3_2024,14,5213.122605363985,2024,Brasmax Fibra,>3745,<35,south,<635,382
13,3_2024,13,5097.394636015325,2024,Brasmax Fibra,>3745,<35,south,<635,382
14,3_2024,11,5609.6551724137935,2024,Brasmax Fibra,>3745,<35,south,<635,382
14,3_2024,12,5181.360153256704,2024,Brasmax Fibra,>3745,<35,south,<635,382
14,3_2024,12,5130.727969348659,2024,Brasmax Fibra,>3745,<35,south,<635,382
14,3_2024,11,5277.701149425287,2024,Brasmax Fibra,>3745,<35,south,<635,382
15,3_2024,12,5489.147509578544,2024,Brasmax Fibra,>3745,<35,south,<635,382
15,3_2024,13,5237.931034482759,2024,Brasmax Fibra,>3745,<35,south,<635,382
15,3_2024,12,5621.83908045977,2024,Brasmax Fibra,>3745,<35,south,<635,382
15,3_2024,12,4995.785440613027,2024,Brasmax Fibra,>3745,<35,south,<635,382
1,4_2024,63.5,4062.5431034482754,2024,DM 76IX77 RSF IX2,>3745,>35,north,>635,739
1,4_2024,65.25,4199.597701149425,2024,DM 76IX77 RSF IX2,>3745,>35,north,>635,739
1,4_2024,67.5,4164.985632183908,2024,DM 76IX77 RSF IX2,>3745,>35,north,>635,739
1,4_2024,66.45,4046.609195402299,2024,DM 76IX77 RSF IX2,>3745,>35,north,>635,739
